,title,overview,genre_ids,id,popularity
120,The Scary of Sixty-First,Two roommates’ lives are upended after finding out that their new Manhattan apartment harbors a dark secret.,"[27, 53, 9648]",723377,7.671
121,K-ON! The Movie,"Graduation draws near for Yui, Ritsu, Mio and Tsumugi, the four 3rd-year students of the Light Music Club. They, together with Azusa, decide to go on a post-graduation trip. Their destination, decided by Lot, is London!","[16, 10751, 12, 35, 10402]",120811,13.970999999999998
122,Finding the Werewolf,"Larry, a rare werewolf-like man who has never felt the need to hide and has fought to empower those who feel different, now has to stay clear of ICE raids as an undocumented immigrant in Trump’s era.",[],684097,10.141
123,The Match,"Inspired by true events from the spring of 1944 when the Nazis organized a football match between a team of camp inmates and an elite Nazi team on Adolf Hitler's birthday. A match the prisoners are determined to win, no matter what happens.","[18, 36]",840283,13.905999999999999
124,The Good Boss,"Awaiting a visit by a committee that could give his company an award for excellence, the owner of an industrial scales manufacturing business tries to resolve any problems from his workers in enough time.",[35],820722,10.125
125,A Journal for Jordan,"Chronicles Pulitzer Prize-winning journalist Dana Canedy's relationship with a soldier named Charles Monroe King. Deployed overseas in combat zones, he began writing a journal full of life lessons for their newborn son Jordan.","[18, 10749]",501841,8.942
126,The Beta Test,"An engaged Hollywood agent receives a mysterious letter for an anonymous sexual encounter and becomes ensnared in a sinister world of lying, infidelity, and digital data.","[53, 27, 35]",749645,8.779
127,Striking Distance,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.","[80, 28, 9648, 53]",11074,10.959000000000001
128,In the Earth,"As a deadly virus ravages the world, Dr. Martin Lowery embarks on a mission to reach test site ATU327A, a research hub deep in the Arboreal Forest. The arduous journey, guided by park scout Alma, is set back by a nighttime attack that leaves the two bruised and shoeless. When they run into Zach, a man living off the grid, they gratefully accept his help. Zach’s intentions aren’t exactly what they seem, however, and a path out of the forest and into safety quickly fades as the line between myth and science blurs.","[27, 878, 53]",748853,9.574
129,The Tender Bar,"J.R. is a fatherless boy growing up in the glow of a bar where the bartender, his Uncle Charlie, is the sharpest and most colorful of an assortment of quirky and demonstrative father figures. As the boy’s determined mother struggles to provide her son with opportunities denied to her — and leave the dilapidated home of her outrageous if begrudgingly supportive father — J.R. begins to gamely, if not always gracefully, pursue his romantic and professional dreams, with one foot persistently placed in Uncle Charlie’s bar.",[18],727293,8.584
130,I Am Greta,"Greta Thunberg, a 15-year-old student in Sweden, started a school strike for the climate as her question for adults was, if you don’t care about my future on earth, why should I care about my future in school? Within months, her strike evolved into a global movement as the quiet teenage girl on the autism spectrum becomes a world-famous activist.",[99],728123,10.537
131,American Underdog,"The true story of Kurt Warner, who went from a stockboy at a grocery store to a two-time NFL MVP, Super Bowl champion, and Hall of Fame quarterback.",[18],673309,7.1129999999999995
133,La Belle Époque,"Victor, a disillusioned sexagenarian, sees his life turned upside down on the day when Antoine, a brilliant entrepreneur, offers him a new kind of attraction: mixing theatrical artifices and historical reconstruction, this company offers his clients a chance to dive back into the era of their choice. Victor then chose to relive the most memorable week of his life: the one where, 40 years earlier, he met the great love.","[35, 18]",595975,10.895
134,The 355,A group of top female agents from government agencies around the globe try to stop an organization from acquiring a deadly weapon to send the world into chaos.,"[28, 53]",522016,11.568
136,Boiling Point,A head chef balances multiple personal and professional crises at a popular restaurant in London.,"[53, 18]",807196,12.19
137,American Night,"A neo-noir set in the New York City's corrupt contemporary art world where the art dealer John Kaplan and the ruthless head of New York's mafia, Michael Rubino, fight for money, art, power and love.","[28, 53]",695080,10.025
138,Munich: The Edge of War,"It is Autumn 1938 and Europe stands on the brink of war. Adolf Hitler is preparing to invade Czechoslovakia and Neville Chamberlain's government desperately seeks a peaceful solution. With the pressure building, Hugh Legat, British civil servant, and Paul von Hartmann, German diplomat, travel to Munich for the emergency Conference. As negotiations begin, the two old friends find themselves at the centre of a web of political subterfuge and very real danger.","[18, 36, 53]",760336,8.583
139,The Bee Gees: How Can You Mend a Broken Heart,"The story of the triumphs and hurdles of brothers Barry, Maurice, and Robin Gibb, otherwise known as the Bee Gees. The iconic trio, who found early fame in the 1960s, went on to write over 1,000 songs and have 20 No. 1 hits throughout their career, transcending more than five decades of changing tastes and styles.","[10402, 99]",730009,6.349
140,La Bruja y el Demonio,Mexican feature film,[],675019,6.148
141,A Nightmare on Elm Street,A reboot of the 1984 film and the 2010 remake.,[27],425888,9.113
142,Compartment No. 6,"A young Finnish woman escapes an enigmatic love affair in Moscow by boarding a train to the arctic port of Murmansk. Forced to share the long ride and a tiny sleeping car with a larger than life Russian miner, the unexpected encounter leads the occupants of compartment no. 6 to face major truths about human connection.",[18],588182,8.527000000000001
143,Aline,The life story of Canadian singing sensation Céline Dion.,"[18, 35, 10402]",498402,8.156
144,The Human Voice,A woman watches time passing next to the suitcases of her ex-lover (who is supposed to come pick them up. but never arrives) and a restless dog who doesn't understand that his master has abandoned him.,[18],671577,8.135
145,Mass,"Years after a tragic shooting, the parents of both the victim and the perpetrator meet face-to-face.",[18],423333,4.817
146,Petite maman,"Eight-year-old Nelly has just lost her beloved grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods where her mother used to play and where she built the fort Nelly has heard so much about. One day her mother suddenly leaves, and Nelly meets a girl of her own age in the woods, building a fort.","[18, 14]",749004,7.779
147,The Specials,"For twenty years, Bruno and Malik have lived in a different world—the world of autistic children and teens. In charge of two separate nonprofit organizations (The Hatch & The Shelter), they train young people from underprivileged areas to be caregivers for extreme cases that have been refused by all other institutions. It’s an exceptional partnership, outside of traditional settings, for some quite extraordinary characters.","[35, 18]",579245,10.392000000000001
148,Mr. Birthday,"While working his maintenance job at an upscale hotel, Barry encounters the mysterious Mr. Jay. He introduces Barry to the International Birthday Network, an agency which helps children across the globe suffering from miserable birthdays.","[10751, 35]",818769,10.800999999999998
149,The Grandmother,"A Paris model must return to Madrid where her grandmother, who raised her, has had a stroke. But spending just a few days with this relative turns into an unexpected nightmare.",[27],661791,6.361000000000001
150,I'm Your Man,"Alma is a scientist at Berlin's famous Pergamon Museum. In order to obtain research funds for her studies, she accepts an offer to participate in an extraordinary experiment. For three weeks, she must live with a humanoid robot with artificial intelligence designed to allow it to morph into that of her ideal life partner. Enter Tom, a machine in human form, created to make her happy.","[878, 35, 10749]",795813,6.535
151,Pushpa: The Rise – Part 1,Film based on the red sandal smuggling in India.,"[28, 18, 53]",690957,7.497999999999999
152,Three Heroes and The Horse on The Throne,"As always, our beloved horse, Julius, is steeped in history. And at the same time he helped the Prince - they accidentally exchanged bodies, of course, not without the help of an old acquaintance - Baba Yaga and a little witchcraft. Now Julius is sitting in the palace and landscaping Kiev, and the Prince plows the field. These are the games of thrones. But this cannot go on for long, the fatherland is in danger! And as always, three heroes get down to business.","[16, 35, 12]",824184,7.774
154,A Hero,"Rahim is in prison because of a debt he was unable to repay. During a two-day leave, he tries to convince his creditor to withdraw his complaint against the payment of part of the sum. But things don't go as planned.","[18, 53]",672208,7.057
155,"Paris, 13th District","Émilie meets Camille who is attracted to Nora, who crosses paths with Amber. Three girls and a boy – They’re friends, sometimes lovers and often both.","[18, 10749]",746131,6.555
156,John and the Hole,"While exploring the neighboring woods, 13-year-old John discovers an unfinished bunker — a deep hole in the ground. Seemingly without provocation, he drugs his affluent parents and older sister and drags their unconscious bodies into the bunker, where he holds them captive. As they anxiously wait for John to free them from the hole, the boy returns home, where he can finally do what he wants.","[18, 53, 9648]",682532,6.5120000000000005
157,30 Days Max,"Rayane is a scared and clumsy young cop who is constantly mocked by other cops. The day his doctor wrongly tells him that he has only thirty days to live, he understands that this is his last chance to become a hero within his police station and impress his colleague Stéphanie. The eternal fearful man then turns into a real hothead who will take all the risks to catch a big drug lord...","[35, 28]",613377,9.3
158,Delicious,"France, 18th Century. The prestige of a noble house depends above all on the quality of its table. At the dawn of the French Revolution, gastronomy still is a prerogative of the aristocrats. When talented cooker Manceron is dismissed by the Duke of Chamfort, he loses the taste for cooking. Back in his country house, his meeting with the mysterious Louise gets him back on his feet. While they both feed a desire of revenge against the Duke, they decide to create the very first restaurant in France.","[35, 36]",745611,5.078
159,Fortress,"The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.","[80, 28, 53]",826749,8.692
160,South of Heaven,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life – unfortunately it’s not that simple.","[80, 53, 18]",645861,5.7010000000000005
162,The Novice,"A queer college freshman joins her university’s rowing team and undertakes an obsessive physical and psychological journey to make it to the top varsity boat, no matter the cost.","[18, 53]",821427,8.415
163,Los 33,Mexican feature film,[],675143,5.367999999999999
164,Dear Comrades!,"When the communist government raises food prices in 1962, the rebellious workers from the small industrial town of Novocherkassk go on strike. The massacre which then ensues is seen through the eyes of a devout party activist.","[18, 36]",587609,5.5489999999999995
165,After Love,"Set in the port town of Dover in the South-East of England, Mary Hussain suddenly finds herself a widow following the unexpected death of her husband. A day after the burial, she discovers he has a secret just twenty-one miles across the English Channel in Calais.",[18],714011,5.877000000000001
167,The Emigrants,"Based on the book by Vilhelm Moberg (published in 1949) depicting a few people emigrating from Sweden to the United States in the 1800s, and a remake of the 1971 film of the same name.","[36, 18]",744733,4.417
168,Hidden Away,"The film tackles the life journey of Toni Ligabue, visionary naïf painter who used to draw tigers, lions and jaguars while living among the poplar trees of the boundless Po valley. A harsh life that is a fairy tale too, as a lonely and marginalized kid finds redemption in his art, and a way to express himself and be admired by the world.",[18],608317,7.246
169,83,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.",[18],601337,6.228
170,Glass Jaw,"Glass Jaw is the redemption story of Travis Austin, a one time champion boxer who goes to prison and loses everything. After his release, he experiences the trials and tribulations of redeeming his reputation, his belt, and his true love.","[18, 53]",553884,7.465
172,Siberia,"Clint is a dead man who lives alone in a frozen tundra. However, this isolation cannot bring either evasion or peace. One night, he begins a journey where he must confront his dreams, memories, and visions, crossing the darkness into the light.","[18, 14, 12]",446574,6.774
173,Margrete Queen of the North,"1402. Queen Margrete has gathered the Nordic kingdoms in a union, ruled through her adopted son, Erik. But a conspiracy is in the making and Margrete finds herself in an impossible dilemma that could shatter her life's work: The Kalmar Union.","[18, 36]",659370,4.503
174,Memoria,"A Scottish orchid farmer visiting her ill sister in Bogota, Colombia, befriends a young musician and a French archaeologist in charge of monitoring a century-long construction project to tunnel through the Andes mountain range. Each night, she is bothered by increasingly loud bangs which prevent her from getting any sleep.","[18, 878, 14]",511819,6.803
176,"Knock, Knock, It’s Mom!","While her apartment is being renovated, Jacqueline is thrilled to be forced into spending “a few days” with her eldest daughter Carole and her son-in-law, who are both in couples therapy. These “few days” turn into “a few months”. Jacqueline quickly feels at home. She prepares dinners, monopolizes the television, reorganizes the kitchen... She is here, and no one knows for how long!",[35],723294,6.572
177,The Duke,"In 1961, a 60 year old taxi driver stole Goya’s portrait of the Duke of Wellington from the National Gallery in London.  It was the first (and remains the only) theft in the Gallery’s history.  What happened next became the stuff of legend.",[18],645689,4.781000000000001
178,Forgiveness,"Three women mysteriously wake up in a hospital and discover that one of them is deaf, one is mute and the other one is blind; together they will have to figure out why they are there and how to get out.",[27],772576,6.775
179,The Outlaws 2,"The sequel to the 2017 crime action movie ""The Outlaws"".","[80, 28]",619803,5.975
180,Benediction,"The story of soldier and poet Siegfried Sassoon (1886–1967), who was decorated for bravery on the Western Front, and is best remembered for his angry and compassionate poems about the First World War, which brought him public and critical acclaim. Avoiding the sentimentality and jingoism of many war poets, Sassoon wrote of the horror and brutality of trench warfare and contemptuously satirised generals, politicians, and churchmen for their incompetence and blind support of the war.","[18, 36, 10752]",399178,5.005
181,The Ark and the Aardvark,An aardvark named Gilbert lands the job of shepherding all the animals onto Noah's Ark.,"[10751, 16]",423968,6.037999999999999
182,Playground,"When Nora witnesses Abel being bullied by other kids, she rushes to protect him by warning their father. But Abel forces her to remain silent. Caught in a conflict of loyalty, Nora will ultimately try to find her place, torn between children’s and adult’s worlds.",[18],785209,8.148
183,El Diario de Karem,A possessed young girl from an atheist family refuses to let her new powers go and becomes more than a threat to everyone besides her.,[],671269,7.9510000000000005
184,Boonie Bears: The Big Shrink,"Briar and Bramble, two bear brothers who constantly annoy Vick, are about to have a rude awakening. Vick goes to meet them to make them disappear and remove them from his life. During the commotion, all three are caught in by a shrink ray and miniaturized. The tiny team must return to the device to reverse the effects, but their efforts are thwarted by Vick's father. All three of them embark on a crazy race through a beautiful world, right under our feet, not only to return to their right , but also to find their families.","[16, 35, 12, 878]",529426,4.982
185,Co-Incidence,"A love triange between a dead woman, a psychic, and the woman he's in love with.",[14],823223,5.09
186,The Resort,"Four friends head to Hawaii to investigate reports of a haunting at an abandoned resort in hopes of finding the infamous Half-Faced Girl. When they arrive, they soon learn you should be careful what you wish for.",[27],810271,6.452999999999999
187,Boule & Bill,"Buddy is an abandoned young cocker spaniel waiting dejectedly in his cage for a kind, new owner to adopt him. Suddenly, Billy, a little boy whose hair is as red as Buddy's, appears. It's love at first sight and the beginning of a great friendship. But for Billy's parents, this is where the trouble begins.","[35, 10751]",168615,6.818
188,Yowis Ben Finale,To be added.,"[35, 18]",903944,5.295
189,Lo invisible,"When Luisa, 45, returns from a psychiatric clinic after a bout with severe postpartum depression, she enters a new confinement in her dazzling home, surrounded by family members and a brigade of servants who expect her struggles to remain invisible. Unable to continue playing the role of the perfect housewife, Luisa's only escape is to waltz elegantly into madness.",[18],664697,3.92
191,Trail Blazers,"A band of siblings who were once robbers, thieves and killers of the west, decide to fulfill their fathers dying wish of abandoning their life of crime and pursuing the path of the holy.","[18, 37]",725501,3.9189999999999996
192,Diabolik,"The fictional city of Clerville, 1960s. The infallible Diabolik, a gentleman gangster whose real identity is unknown, has dealt another blow to the police, escaping yet again with his black Jaguar E-type. Meanwhile, there is great anticipation in town for the arrival of Lady Kant, a fascinating heiress who'll be bringing a famous pink diamond with her. The priceless jewel does not elude Diabolik's attention, who in an attempt to put his hands on it, gets enchanted by the woman's irresistible charm. But now the very life of the master thief is in danger: The determined and incorruptible Inspector Ginko and his team have finally found a way to draw him out into the open and this time Diabolik will not be able to get out of it alone.","[80, 28]",593395,6.0329999999999995
193,How to Please a Woman,"When her all-male house-cleaning business gets out of control, a mature woman must embrace her own sexuality, if she is to make a new life for herself.",[],894686,4.356
194,The Best Years,"The story of four friends Giulio, Gemma, Paolo, Riccardo, told over forty years, from 1980 to today, from adolescence to adulthood. Their hopes, their disappointments, their successes and failures are the intertwining of a great story of friendship and love through which Italy and the Italians are also told. A large fresco that tells who we are, where we come from and also where they will go and who our children will be. It is the great circle of life that repeats itself with the same dynamics despite the fact that years and even different periods pass in the background.",[18],606566,6.816
195,Berlin Alexanderplatz,"An adaptation of Doblin's text to 2015 Berlin to tell the story of 30-year-old refugee Francis, the sole survivor of a boat which crossed the Mediterranean illegally. Without citizenship papers, Francis is drawn into the underbelly of the city.",[18],575659,3.8289999999999997
196,I Am Santa Claus,"Ettore has spent the last five years in jail for a robbery. Once out of prison, he has nowhere to go, his wife broke up with him and doesn’t want him to meet their little daughter who was born right before he was arrested. Alone and desperate, Ettore roams the streets of Rome and meets a strange old man, Nicola. He decides to take advantage of him and rob him. But after breaking into his house, Ettore realizes Nicola doesn’t have anything worth to be stolen and furthermore, the old man tells him a rather stranger thing: he affirms to be Santa Claus…",[35],658287,7.3260000000000005
197,C'est la vie,,[35],554375,3.115
198,The Love Letter,"Jonas, a 40 something Parisian, is still desperately in love with his ex-girlfriend Léa. When he knocks on her door to confess his feelings and she turns him down, he ends up at the café downstairs. Inspiration strikes and he sits down to write her a long love letter, dodging everything he was supposed to do that day. What begins as a last attempt to get her back surprisingly turns into a vivid musing on the state of his life. Over the course of a day, helped by a wisecracking bartender and an array of patrons from the neighborhood, Jonas has to face his past relationships, his uncertain future and, most of all, himself.",[],833428,7.234
199,Private Blue,A renegade private detective is hired by the police to find the source of a new mysterious drug that is causing death in the local sex trade industry.,"[35, 18, 28]",903699,5.388
201,Warriors of Heaven and Earth,"A Chinese emissary is sent to the Gobi desert to execute a renegade soldier. When a caravan transporting a Buddhist monk and a valuable treasure is threatened by thieves, however, the two warriors might unite to protect the travelers.","[18, 28, 12]",14797,5.484
202,Malibu Road,"Dr. Raymond Forrester, professor of psychology at UCLA, takes student and Hollywood starlet Dorothy Crowder to a Malibu hotel of questionable reputation. The two ingest LSD, sent in a mysterious package to Forrester, and become some of the first Americans to go on a psychedelic experience. The experience takes a turn for the deadly during New Year's Eve 1960 and now the duo must rediscover reality or be trapped in an endless cycle of sex, drugs and murder in 'paradise.'","[10749, 9648, 53]",413453,4.3660000000000005
203,The ExorSIS,Coming Soon.,"[35, 27]",737676,4.441
204,Madeleine Collins,"Judith manages a busy double life between Switzerland and France. On the one hand there's Abdel, with whom she has a little girl, and on the other Melvil, with whom she has two older boys. Gradually, this delicate balancing act built on lies, secrets, and constant to-ing and fro-ing, starts cracking up under the pressure. Caught in a trap, Judith decides to run away from it all and her situation soon spirals out of control.",[18],659988,4.212
205,C'est toi que j'attendais,"Documentary on the event of having or getting children focuses on 2 couples already engaged in adoption ,a mother who gave birth anonymously and seeks her son 30 years later, and a teacher trying to find his own anonymous mother.",[99],736848,3.949
207,Champion of the World,"Some sporting victories are about more than just claiming a title. Some of them go down in history. The film follows the most dramatic and legendary showdown in the history of chess – the match between Anatoly Karpov, then world champion, and Viktor Korchnoi, a recent emigrant from the USSR. In this battle between two outstanding chess players, a duel of personalities under immense psychological pressure, the stakes are incomprehensibly high.",[18],589752,4.376
208,Detective Conan: The Scarlet Alibi,Compilation film combining footage from various television anime episodes that center on the Akai family.,"[16, 18, 28, 9648]",801293,4.928
209,Fate/Grand Order: The Movie - Divine Realm of the Round Table: Camelot - Paladin; Agateram,,"[16, 28, 12, 36, 18, 14]",637462,4.36
210,Bamse och Vulkanön,,"[16, 10751, 35]",691091,3.667
211,Después De Ti,,[],772505,2.7939999999999996
213,Jockey,"An aging jockey is determined to win one last championship, but his dream is complicated when a young rookie shows up claiming to be his son.",[18],776511,6.43
214,Lion Boy,This film tells the story of the growth of the left-behind teenager Ah Juan and his friends Ah Cat and Ah Dog in the training of the retired lion king Salty Strong to participate in the lion dance competition,[],844412,6.329
215,Chi ha incastrato Babbo Natale?,,[35],698583,4.913
216,The Story of My Wife,A sea captain makes a bet in a cafe with a friend that he will marry the first woman who walks in.,"[18, 10749]",574078,2.9539999999999997
217,You Mean Everything to Me,"Still reeling from getting kicked out of her sister's apartment, Cassandra falls hard and fast for Nathan, a local DJ.  After a whirlwind romance, he convinces her to quit her job and enlists her to dance at his club. As his coercive control increases and his demands grow darker, Nathan soon isolates her from her friends and family. Confused and desperate, she must figure out how to save another from the same fate and decide what her own freedom is worth.",[],898802,4.063
218,The Lost Leonardo,"London, England, 2008. Some of the most distinguished experts on the work of Italian artist Leonardo da Vinci (1452-1519) gather at the National Gallery to examine a painting known as Salvator Mundi; an event that turns out to be the first act of one of the most fascinating stories in the history of art.","[99, 36]",822099,6.244
219,Jill!,"Jill has just finished her first year of college and is home for the summer. While keeping old friendships, and creating new ones, she finds that there are certain attributes to her family she wants to shy away from.",[35],899120,4.328
221,Everything Went Fine,"When André, 85, has a stroke, Emmanuelle hurries to her father’s bedside. Sick and half-paralyzed in his hospital bed, he asks Emmanuelle to help him end his life. But how can you honor such a request when it’s your own father?",[18],735726,3.622
222,Noël and His Mother,"Noel and his mother Michelle form a strange couple. They cannot live without one another but as soon as they get together the atmosphere becomes highly charged. Through long conversations and moments of silence, the exploration of a mother-son relationship in its most tragical as well as its most comical details.",[99],676172,4.843
223,Jersey,"An ex-cricketer struggling to make ends meet, wants to fulfill his child's wish of getting an Indian jersey but in the process comes face to face with his heroic past and is forced to decide if he will rise to the occasion and become a symbol of hope or continue to live a life as a loser?",[18],679018,3.515
224,My Sweet Monster,"A scandal in the royal family: the wayward princess Barbara escaped from the palace and went through the forest in search of a handsome prince. However, instead of the cherished meeting with her beloved, she is captured by Buka, the most dangerous robber of the kingdom. But it quickly becomes clear that the brisk princess is ready to turn Buka's life into a nightmare, just to reach her goal. So the restless Varvara begins to establish her own order in the forest.","[16, 12]",576925,2.575
225,Princess Dragon,"Bristle is a little girl raised by dragons, but when her father, Dragon, has to pay the Sorcerog using his second most valuable asset, he offers her Bristle – throwing her into an infinite sadness and forcing her to flee the family cave. Bristle then embarks on a journey to discover the world of men.","[12, 16, 10751, 14]",588917,4.333
226,The Adventures of Pil,"Pil, a little vagabond girl, lives on the streets of the medieval city of Roc-en-Brume, along with her three tame weasels. She survives of food stolen from the castle of the sinister Regent Tristain. One day, to escape his guards, Pil disguises herself as a princess. Thus she embarks upon a mad, delirious adventure, together with Crobar, a big clumsy guard who thinks she's a noble, and Rigolin, a young crackpot jester. Pil is going to have to save Roland, rightful heir to the throne under the curse of a spell. This adventure will turn the entire kingdom upside down, and teach Pil that nobility can be found in all of us.","[12, 16, 35, 10751, 14]",676705,2.948
227,Fantasies,"Faced with their fantasies, six couples try to explore the hidden sides of their intimate life. Six questions on access to pleasure. From role play to abstinence, via exhibition, six separate stories with the same questioning of desire today in the center.","[35, 10749]",768127,4.353
228,Mes très chers enfants,,[35],770554,4.833
229,The Scarlet Grasshopper 3D,"More agile than a turtle, stronger than a mice, nobler than a lettuce, his shield is a heart: this is the impossible story of how the Scarlet Grasshopper became the clumsiest and most amazing superhero of them all.",[],616158,4.253
230,Au revoir le bonheur,,[35],850064,3.7769999999999997
232,Hypnotized,"The story about a hypnotist whose stage act is to give contrasting personalities to his audience members: but during one of his shows, after hypnotizing ten “victims”, he suffers a stroke and falls into a coma. The question is, then: how are these people supposed to come back to their normal lives?",[35],317942,3.995
233,Seeking Esperanza,"A romantic psychological gothic-thriller which tells the story of an Afghanistan war veteran suffering from amnesia, who finds himself awaking in a Mexican mental hospital. Soon after escaping, a flood of inescapable and horrific memories of the tragic murder of his family start to break through the surface as he falls in love with a mysterious and beautiful young woman who is not what she appears to be.",[],670943,4.494
234,Sit. Stay. Love.,"After finishing a mission, aid worker Annie Blake is going home to Vermont to spend the holidays with her family. When the local animal shelter closes, Annie steps in to save it with the help of the local vet and old school nemesis, Dylan.","[35, 10749]",888820,5.86
235,Tilo Koto,,[99],906220,4.324
236,Tigers,"Super-talented footballing prodigy Martin is bought by top club Inter Milan, aged just 16. It’s the chance of a lifetime – but at what price?",[18],743232,2.7880000000000003
237,The Quest for Tonewood,Violin maker Gaspar wants to make a violin out of a special kind of tree that Antonio Stradivari used 300 years ago. A tree so rare that it may or may not exist anymore.,[99],804868,5.811
238,Jim Button and the Wild 13,"A year has gone by since Jim Button and his best friend, the engine driver Luke, returned from their dangerous adventure in Dragon City. Life on Morrowland goes its leisurely way again. Suddenly, dark clouds are gathering over the tranquil island of Morrowland: the notorious pirate gang ""The Wild 13"" has learned that the dragon Mrs Grindtooth has been conquered by Jim and Luke and now swears revenge.  To protect Morrowland from another threat, the two of them set off with their steam engines Emma and Molly on a dangerous journey where they meet old friends like princess Li Si, Mr. Tur Tur and Nepomuk and make new friends with Sursulapichi, a real mermaid. On their adventure, Jim's most fervent wish might also come true: to find out the truth about his mysterious origins.","[12, 10751, 14]",616180,3.725
239,Baby,A young Black father must learn to navigate parenthood after his girlfriend mysteriously abandons him and their five-year-old daughter.,"[18, 10751]",725120,3.26
240,Breaking News,A unemployed and newly homeless father hijacks his local TV news station in a desperate attempt to offer his estranged (now hostaged) wife a once-in-a-lifetime scoop to launch her career as a reporter so she can provide for their children's futures.,[],671001,2.733
242,The House of Snails,A writer secludes himself in the mountains and falls in lust with local Berta. After realizing the oddities of the rural community the author starts to question the lines between reality and fiction.,"[53, 27]",772148,5.734
244,Myth Of Love,Coming Soon,[],902478,3.1319999999999997
245,Bolschoi Ballett: Der Nussknacker,"Tchaikovsky's timeless masterpiece remains an indispensable classic for all ballet and music lovers worldwide.  On Christmas Eve, the mysterious Drosselmeyer gives his godchild Marie a nutcracker doll. At midnight, however, the Nutcracker comes to life and finds himself in the middle of a fight against the Mouse King. The Nutcracker is determined to protect Marie from the Mouse King.",[10402],900207,3.77
246,Hugoool!,A documentary about mexican soccer player Hugo Sánchez.,[],316743,3.468
247,No Crossover: The Trial of Allen Iverson,"Director Steve James returns to his home town of Hampton, Virginia to tell the story of how the trial of a young basketball star left a city divided.",[99],143675,3.082
248,As Far As I Know,"No equal signs of justice can be drawn between those who are accused of a crime, those who are convicted of a crime and those who are the true offenders. That triangle always contains the accused who are not guilty and true offenders whose guilt cannot be ultimately proven. Throughout history, one of the greatest deviations in the strive towards equality has occurred in the triangle of guilt in sexual crimes, where guilt is largely proven on the basis of a woman’s will.",[18],770242,5.575
250,Special Cargo,"Unexpected events unfold when Eunha (Park So-dam), a driver with a 100% success rate at delivering anything worth money, puts a child in her car.","[28, 80]",606403,3.802
251,Kingmaker,"Dreaming of changing the world, SEO Chang-dae takes part in KIM Woon-bum’s political campaign. To resist the current dictatorial ruling party, SEO adopts a very aggressive propaganda campaign, and it makes KIM become the strongest candidate in the opposition party. When ambitious SEO believes that unjustified means is necessary for politics, KIM has a firm belief that it is not real politics. While their conflict deepens, the ruling party secretly contacts SEO to win the next presidential election.",[18],573787,4.296
252,The School of the Magical Animals,"Ida is new to town and has a hard time making friends. One day her weird class teacher Miss Cornfield announces that everyone in the class will soon have a magical animal to accompany them. Ida is put to the side of the fox Rabbat. Benni, just like Ida also an outsider, has the turtle Henrietta as a new companion. The animals are something very special: They not only have magical abilities, they can also speak and develop their very own character! Henrietta is slow but wise. Rabbat, on the other hand, is very smart and shrewd. Due to his charismatic nature, Ida quickly becomes the star of the class, everyone is keen to be friends with her. One day there is great excitement in the Winterstein School: A thief is up to mischief and makes things disappear. The children and their magical animals go in search of the perpetrator.","[12, 10751]",793937,4.46
253,The Night Belongs to Lovers,"An encounter. Between waves and cliffs. The night. In a week, he gets married. For years, she no longer believes in pleasure. They meet. They play. They speak. They want each other. As a gift - unconditionally. Like a dance - on the edge of the void. For one night. One night only. Their only night.","[10749, 18]",784130,5.327999999999999
255,Mystère,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.","[12, 35, 10751]",754067,5.47
256,Enemigo,Mexican feature film,[],675131,3.201
257,"Rotterdam, I Love You","Several love stories set in one of the most interesting new cities in the world, Rotterdam.",[],471850,4.7
258,El Jardín de las Luces,Mexican feature film,[],674994,2.948
261,Gulliver Returns,"World traveler and adventurer Gulliver is invited to return to Lilliput, the town he previously saved from the enemy fleet of the neighboring Blefuscu.","[16, 12, 14]",763539,3.676
262,SpaceBoy,"A gifted 11-year-old boy secretly builds an air balloon with his friend Emma, to prove to his father that everything in life is possible.","[12, 10751, 35]",783731,3.516
263,Una sola noche,,"[35, 10749]",840784,4.062
265,Chief of Chiefs,"A documentary film about mexican band ""Los Tigres del Norte"" (The Tigers of the North).",[],554751,3.44
266,"Perdido, el viaje inesperado de Jonás",Mexican feature film,[],675069,3.1889999999999996
