,title,overview,genre_ids,id
123,Back to the Outback,"Tired of being locked in a reptile house where humans gawk at them like they are monsters, a ragtag group of Australia’s deadliest creatures plot an escape from their zoo to the Outback, a place where they’ll fit in without being judged.","[12, 16, 35, 10751, 10402]",770254
124,Sparkle,"Musical prodigy, Sparkle struggles to become a star while overcoming issues that are tearing her family apart. From an affluent Detroit area and daughter to a single mother, she tries to balance a new romance with music manager Stix while dealing with the unexpected challenges her new life will bring as she and her two sisters strive to become a dynamic singing group during the Motown-era.","[10402, 18]",88036
125,The Adventure of A.R.I.: My Robot Friend,A teenager summons the courage to help a friendly robot known as A.R.I. kidnapped by a ruthless lab director working for a powerful corporation seeking to turn him into a dangerous weapon in order to rule the world.,"[10751, 878]",682075
126,Coven,"French Basque Country, year 1609. The men of a small fishing village have gone to sea. Judge Rostegui, who has been charged by the king with ridding the country of the devil's wiles, arrests Ana and her friends and accuses them of witchcraft.","[18, 36]",655187
127,The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.","[35, 10749]",603661
128,Lansky,"When the aging Meyer Lansky is investigated one last time by the Feds who suspect he has stashed away millions of dollars over half a century, the retired gangster spins a dizzying tale, revealing the untold truth about his life as the notorious boss of Murder Inc. and the National Crime Syndicate.","[80, 18, 53]",693827
129,White Snake II: The Tribulation of the Green Snake,"While trying to free her sister from Fahai's clutches, Xiao Qing/Verta winds up in a dystopian city and meets a mysterious man who can't recall his past lives.  The sequel to Light Chaser's animated film about the legend of the White Snake.","[16, 14, 28, 12]",795607
130,Castle Falls,"Rival gangs seek out millions of dollars hidden inside a luxury condominium that's scheduled to be demolished, but first they have to deal with the janitor who found the loot first.","[28, 53]",683311
131,Christmas at Castle Hart,"Brooke Bennett goes to Ireland for Christmas to search for her Irish roots. While there, she meets Aiden Hart, Earl of Glaslough. Mistaken for an elite event planner, she’s hired to host his castle’s epic Christmas party.","[10770, 35, 10749]",874166
132,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.","[18, 10749, 80]",511809
133,OSS 117: From Africa with Love,The third entry in secret agent OSS 117's parodic spy adventures.,"[12, 35, 28]",604563
134,Just 6.5,"The police are after a drug lord named Naser Khakzad, but when they finally manage to catch him, he tries whatever he can think of to escape and save his family.","[18, 28, 80, 53]",583794
135,National Champions,"A star quarterback ignites a players’ strike hours before the biggest game of the year in order to fight for fair compensation, equality, and respect for the athletes who put their bodies and health on the line for their schools.",[18],823425
136,The Survivalist,"A year and a half after the fall of civilization from a virus outbreak, a former FBI agent is forced to protect a young woman, who is immune to the disease, from a dangerous gang hunting her led by a psychopath who believes he’s going to use her to save the world.","[28, 53]",779057
137,Shark: The Beginning,"A bullied teenager who is locked up at a juvenile detention center due to an unexpected accident, meets a mixed martial arts champion to break through his own limits.",[28],801604
138,Son of the South,"Based on a true story, Bob Zellner, grandson of a Klansman, comes of age in the Deep South and eventually joins the Civil Rights Movement.","[36, 18]",686548
139,Nowhere Special,"John, a 35-year-old window cleaner, has dedicated his life to bringing up his 4-year-old son, Michael, after the child's mother left them soon after giving birth. When John is given only a few months left to live, he attempts to find a new, perfect family for Michael, determined to shield him from the terrible reality of the situation.",[18],728142
140,Deadlock,"Mack is a former soldier who, after the war, moved to a town with a nuclear power plant, where nearly everybody works. Life is peaceful for him there, until a gang of mercenaries led by Ron storm the reactor and take everybody hostage, including a group of children on a school trip. Now Mack is in a race against the clock and must use his military training to defeat Ron before he puts the reactor into meltdown. Along the way he discovers Ron’s motive, which unravels a greater secret Mack’s town is hiding.","[28, 53]",718949
141,A Journal for Jordan,"Chronicles Pulitzer Prize-winning journalist Dana Canedy's relationship with a soldier named Charles Monroe King. Deployed overseas in combat zones, he began writing a journal full of life lessons for their newborn son Jordan.","[18, 35]",501841
142,Agnes,"Rumors of demonic possession at a religious convent prompts a church investigation into the strange goings-on among its nuns. A disaffected priest and his neophyte are confronted with temptation, bloodshed and a crisis of faith.","[18, 27]",804755
143,The Devil's Light,"Sister Ann is a restless 25-year-old who devoutly believes that performing exorcisms is her calling. But she is at odds with the institution's traditions: nuns are not allowed to perform exorcisms, only priests. With the support of a mentor, a professor who senses her special gift, she is allowed to observe actual training sessions. Her desire to prove herself takes a personal turn when she meets one of the school's most disturbed patients. During their harrowing encounters, Sister Ann comes face to face with a demonic force that infests the school and has mysterious ties to her own past. It is then that the power of evil and her own startling abilities are fully realized.","[27, 53]",676547
144,Ted Bundy: American Boogeyman,"Set in a gritty and decadent 1970s America, American Boogeyman follows the elusive and charming killer and the manhunt that brought him to justice involving the detective and the FBI rookie who coined the phrase ‘serial killer’.","[53, 80]",835112
145,Being Black in Porn,Being Black in Porn follows the lives of four gay men of color as they navigate their way in the competitive and often complicated adult film industry.,[99],843857
146,The Djinn,A mute boy is trapped in his apartment with a sinister monster when he makes a wish to fulfill his heart’s greatest desire.,"[53, 27]",797946
147,The Last Son,"Set in the late 19th cen­tu­ry, mur­der­ous out­law Isaac LeMay learns from a sooth­say­er that he is cursed by a ter­ri­ble prophe­cy: he will be killed by one of his chil­dren. To pre­vent his own death, he tracks down his spawn, whose blood­lines are con­firmed by a hered­i­tary birth­mark. Despite hav­ing boun­ty hunters and the enig­mat­ic sher­iff Solomon on his tail, LeMay even­tu­al­ly finds his son Cal, who himself is on a mur­der­ing rampage…","[28, 18, 37, 12]",729577
148,The Pilot: A Battle for Survival,"December of 1941, Northwestern Front. A German tank column is moving towards Moscow. During a mission to stop the enemy advance, Nikolai Komlev's IL-2 is shot down. Komlev manages to crash-land his plane in a remote forest clearing. He's alive, but far from friendly territory. Ahead of him is a relentless trial of severe physical and mental endurance. After battling hunger and extreme cold, evading packs of wolves and detachments of Nazi soldiers, the wounded Komlev finally makes it back to safety. But there he faces another challenge, the most life-changing of them all.","[10752, 18, 36]",597859
149,Lapwing,"Mute young woman Patience, from an isolated community in rural England in 1555, struggles with her controlling brother-in-law and leader, David, who is gradually unraveling after the failure of his idyllic community. The Egyptian Act has been passed, stipulating that all ‘gypsies’ must vacate England immediately and anyone found aiding them could be executed. In exchange for a fee, David agrees to help an Egyptian family who must stay a month on their land until a ship comes to take them away. But when Patience pursues an affair with one of the outsiders, she is thrust into a violent and vicious psychological battle with David.","[18, 53]",874581
150,A Glitch in the Matrix,"Are we in fact living in a simulation? This is the question postulated, wrestled with, and ultimately argued for through archival footage, compelling interviews with real people shrouded in digital avatars, and a collection of cases from some of our most iconoclastic figures in contemporary culture.",[99],696109
151,Antoine and Colette,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend. First segment of “Love at Twenty” (1962).","[35, 18, 10749]",256
152,Beauty,"The story of Beauty, an up-and-coming young singer with a glamorous career ahead of her, and Jasmine, a butch queer woman who falls for her best friend, Beauty.","[10749, 18]",667642
153,Aline,The life story of Canadian singing sensation Céline Dion.,"[18, 35, 10402]",498402
154,Marakkar - Arabikadalinte Simham,"‘Marakkar Lion of the Arabian Sea’ portrays the courageous life-events of a rebellious naval chief, Kunjali Marakkar the fourth, who fought against the Portuguese in the ancient times. He was the fourth naval chief of the Calicut Zamorin. The film revolves around him who was also the first Indian Naval Commander and Indian freedom fighter for the war against the Portuguese. He is said to have won 16 such battles with his impeccable strategies and fighting skills.","[36, 10752, 28]",617405
155,Wolf,"Jacob, a man who believes he is a wolf trapped in a human body, is sent to a clinic by his family where he is forced to undergo increasingly extreme forms of ""curative"" therapies at the hands of The Zookeeper. Jacob’s only solace is the enigmatic wildcat with whom he roams the hospital in the dead of night. The two form an improbable friendship that develops into infatuation.","[18, 9648, 53]",673121
156,The Ringer,"Pressured by a greedy uncle and a pile of debt, lovable loser Steve Barker resorts to an unthinkable, contemptible, just-crazy-enough-to-work scheme. He pretends to be mentally challenged to rig the upcoming Special Olympics and bring home the gold. But when Steve's fellow competitors get wise to the con, they inspire him to rise to the greatest challenge of all: becoming a better person.",[35],9927
157,Coda,A famous pianist at the twilight of his career meets a free-spirited music critic who soon becomes his rock as his mental state deteriorates.,"[10402, 18]",528761
158,Pirates,"On New Year's Eve 1999, three friends, who are attempting to break into the music scene through pirate radio, drive through London in a desperate search for tickets for the best millennium party ever.",[35],862360
159,Eureka: Eureka Seven Hi-Evolution,,"[16, 18, 12, 878]",843269
160,Hurt,Masks in horror conceal actors faces. Everyday masks conceal the disturbing undercurrent of those fighting inner demons.,[27],530156
161,Rebel Dykes,"A heady, energised mash-up of animation, unseen archive footage and interviews, Rebel Dykes provides an intimate insight into the politically charged, artistically radical subculture in 1980s London, and the individuals who helped shape and change their world. Bringing together BDSM nightclubs, inclusive, sex-positive feminism, DIY zine culture, post-punk musicians and artists, squatters, activists and sex workers, these rebel dykes went out onto the streets to make their voices heard.  [Feature length version of 2016 short of the same name.]","[99, 16, 36]",797874
162,The Birthday Cake,"On the 10th anniversary of his father's death, Giovanni reluctantly accepts the task of bringing a cake to the home of his uncle, a mob boss, for a celebration. Just two hours into the night, Gio's life is forever changed.","[80, 53]",624481
163,Haute Couture,"Esther is at the end of her career as Head Seamstress at Dior Avenue Montaigne workshop. One day, she gets her handbag stolen in the metro by a 20 years old girl, Jade. Instead of calling the police she decides to take care of Jade. She sees in her the opportunity to pass on her skills, the craft of dressmaking, her only wealth. In the frenetic world of Haute Couture, Esther will give Jade la beauté du geste, a way to reach beyond herself.",[18],719463
164,Where Is Anne Frank,"The film follows the journey of Kitty, the imaginary friend to whom Anne Frank dedicated her diary. A fiery teenager, Kitty wakes up in the near future in Anne Frank's house in Amsterdam and embarks on a journey to find Anne, who she believes is still alive, in today's Europe. While the young girl is shocked by the modern world, she also comes across Anne's legacy.","[16, 36, 18, 14, 10752]",426242
165,Red Rocket,"Finding himself down and out in Los Angeles, ex porn star Mikey Saber decides to crawl back to his hometown of Texas City, Texas, where his estranged wife and mother-in-law are living. Just as this dysfunctional family seems to be making things work, Mikey meets a young woman named Strawberry working the cash register at a local doughnut shop.","[18, 35]",763329
166,Try Harder!,"In a universe where cool kids are nerds, the orchestra is world class and being Asian American is the norm, seniors at Lowell High School compete for the top prize: admission to the college of their dreams.",[99],776528
167,Sister Swap: A Hometown Holiday,"Jennifer and Meg Swift are two sisters who are very close despite living far apart. Jennifer is in Salt Lake City, running a successful restaurant she started with her late husband and raising her teenaged son Simon, Meg stayed in their hometown of Hazelwood, helping their parents run the local bakery.","[10770, 35, 10749]",866665
168,Omerta: 6/12,"The reception for Finland's Independence Day is rudely interrupted when the presidential palace is attacked and the state leadership is taken hostage. Max Tanner of the Security Police is appointed as a negotiator in the hostage crisis, that unfolds as part of a bigger plan to undermine European security.","[28, 53]",655302
169,Dying to Divorce,"Filmed over five years, ‘Dying To Divorce’ takes viewers into the heart of Turkey’s gender-based violence crisis and the recent political events that have severely eroded democratic freedoms. Through intimately shot personal stories, the film gives a unique perspective on the struggle to be an independent woman in modern Turkey. More than one in three Turkish women have experienced domestic violence and the number of femicides is rising. But some Turkish women are fighting back. Ipek Bozkurt, a courageous lawyer, is determined to challenge this misogynistic violence by putting abusive men behind bars.",[99],804516
170,Shepherd,"When a deadly secret rots the mind of a grieving widower, the decision to work alone on a deserted island morphs into a terrifying race to save his sanity and his life.",[27],749727
171,The Man Who Sold His Skin,"To be able to travel to Europe and find the love of his life, Sam Ali, a Syrian refugee, accepts to have his back tattooed by one of the most sulfurous contemporary artist; becoming that way a precious work of art.",[18],669363
172,Citizen Ashe,Follows the life and career of Arthur Ashe.,[99],850990
173,Anything Goes,"When the S.S. American heads out to sea, etiquette and convention head out the portholes as two unlikely pairs set off on the course to true love... proving that sometimes destiny needs a little help from a crew of singing sailors, a comical disguise and some good old-fashioned blackmail. This hilarious musical romp across the Atlantic, directed by the multi-award-winning Broadway director and choreographer Kathleen Marshall, features Cole Porter’s joyful score, including ""I Get A Kick Out of You,"" ""You’re the Top"" and the show-stopping ""Anything Goes.""",[10402],882338
174,Death of a Telemarketer,A smooth-talking telemarketer finds himself at the mercy of the man he tried to swindle.,"[35, 53]",735812
175,Know Fear,"After discovering an ancient book of the occult, a family activates a dangerous ritual forcing each of them to communicate with and fight a demonic force in their own unique way: to see it, hear it or speak to it.",[27],800198
176,The End of Us,"After a savage breakup, two exes must continue living together when California issues its stay-at-home order for COVID-19. Now they'll try to move on without moving out.","[35, 18, 10749]",807927
177,Dziewczyny z Dubaju,,[],881764
178,María Solinha,"A famous director arrives in Cangas do Morrazo, in Galicia, to reconstruct in the theater the story of María Solinha, accused of witchcraft and burned by the Inquisition in the 17th century. The protagonist of the play suffers, in the 21st century, sour echoes of the aggression suffered by María Solinha in the 17th century.",[],711258
179,The Rescue,Follows the rescue of a Thai soccer team trapped in a cave for 16 days.,"[99, 53]",680058
180,The Daughter,"Irene is a fifteen-year-old who lives in a center for juvenile offenders. She just got pregnant and is determined to turn her life around with the help of Javier, an educator at the center. Javier offers her to secretly come live with him and his wife Adela in the house they have in a remote and rugged spot in the mountains so she can hide and comfortably carry out her pregnancy. The only condition is that in exchange, she agrees to give them the baby she is carrying in her womb. This feeble pact will be put in jeopardy when Irene starts to feel like the life growing inside her belongs to her.",[53],661931
181,Sumesh & Ramesh,,"[35, 18]",736618
182,Sodom and Gomorrah,"Sex, torture and betrayal in Biblical Sodom and Gomorrah. Lot, leader of the Hebrews, believes his people can co-exist with the Sodomites, a disastrous decision.","[12, 18, 36]",43011
183,Mothra,"Shipwreck survivors found on the presumably uninhabited Infant Island leads to a scientific expedition that discovers a surviving native population along with the Shobijin, tiny twin fairy priestesses of the island's mythical deity called Mothra. After the fairies are kidnapped by an exploitative businessman named Clark Nelson, Mothra sets out to rescue them.","[28, 12, 878]",39410
184,The Course Meal,An Hindi Anthalogy Created by Three Bengali Directors,[],808521
185,Kickboxer: Armageddon,The final movie in the Kickboxer trilogy about Kurt Sloane.,[28],455223
186,Song Machine Live From Kong,"The set features songs from the Song Machine project, along with some revered classics from the group’s back catalogue. The full Gorillaz live band, plus a choice selection of featured artists, showcasing their first live performance since 2018. This special presentation also features a pre-show programme and exclusive behind-the-scenes footage.","[10402, 16]",894214
187,Not To Forget,"A judge sentences a self-centered millennial to take care of his grandmother, who's affected by Alzheimer's. As he realizes the extent of the elderly woman's wealth and becomes her caregiver, the young protagonist gets ever-closer to Grandma and the treasure he's been looking for.",[18],813935
188,There Is No Evil,"Every country that enforces the death penalty needs people to kill other people. Four men are put in front of an unthinkable but simple choice. Whatever they decide, it will directly or indirectly corrode them selves, their relationships, and their entire lives.",[18],667935
189,Akhirat: A Love Story,"Timur, a young accountant who falls in love with a woman named Mentari. Even though the two have differences, Timur and Mentari remain firm together.","[18, 14, 10749]",737671
190,Les Tuche 4,"After having resigned from his post as President of the Republic, Jeff and his family are happy to be back in their village of Bouzolles. As the end of the year holidays approach, Cathy asks for a unique gift: to reconnect with her sister Maguy, and her husband Jean-Yves, with whom Jeff has been angry for 10 years. The reconciliation could have gone smoothly, except that during a lunch, Jeff and Jean-Yves, will once again find a subject of contention: CHRISTMAS. This family feud, which should never have left Bouzolles, will turn into a standoff between Jeff and a giant of Internet distribution.",[35],613335
191,Satyameva Jayate 2,,"[28, 53, 80]",695973
192,Invisible Demons,"A prismatic meditation on pollution in the capital of the World’s biggest free-market democracy and the most polluted and populated city, Delhi – a film about the pollution inside of the human mind.",[99],842361
193,Boomerang,"A wealthy pharmaceutical business owner, Edik is used to managing and controlling. But fate brings him an unexpected surprise. The unemployed artist Petrovich, who decided to say goodbye to life, falls from the roof of a skyscraper onto a brand new expensive businessman’s car. Is the miserable life of a loser worth that kind of money? Moreover, he will never be able to return them. But debt must be received at all costs, for Edik it is a matter of principle, forgiving others is not in his rules. Edik decides that Petrovich will work for him for free, he has every right to do so, because he is a real master of life. Or does he only think so, and everything can change at any second and turn over exactly the opposite?","[35, 80]",588099
194,Gagarine,"Yuri, 16, has lived all his life in Gagarin Towers, a vast red-brick housing project on the outskirts of Paris. He dreams of becoming an astronaut. When plans to demolish Gagarin Towers leak out, Yuri joins the resistance.  With his friends Diana and Houssam, he embarks on a mission to save their home, which has become his “starship.”",[18],712178
195,Heathen,"Centers on Aydis, a young female viking, a warrior, an outcast, and a self-proclaimed ""heathen"". Born into a time of warfare, suffering, and subjugation of women, she is on a mission to end the oppressive reign of the god-king Odin.",[],618223
196,American Sicario,"The story of the rise and fall of the first American-born drug lord in Mexico, this tale of power, money, greed and betrayal amongst rival members of the drug cartels finds American gangster Erik Vasquez scheming to become the top dog in the Mexican underworld, only to find himself making enemies out of both the powerful cartels and his own allies.","[80, 28]",893297
197,The Summit of the Gods,A photojournalist’s obsessive quest for the truth about the first expedition to Mt. Everest leads him to search for an esteemed climber who went missing.,"[16, 12, 9648]",712454
198,Still Out of My League,"After breaking up with her dreamboat, Marta finds love with an artist. But life throws a few twists into the mix for the ailing woman and her friends.","[10749, 35]",790523
199,Fantasía,"Siblings Amaia and Aitor are about to turn fifty. They have no children. From a very young age they have lived apart from their parents, Kontxi and Iñaki, now retired. One summer they all meet up on the cruise ship 'Fantasía'. On the high seas time seems to have stopped, but beyond the horizon reality continues to forge its way ahead tirelessly.",[99],833371
200,Tom Medina,"Tom Medina is sent by a juvenile judge to the Camargue, to live with Ulysses, a kind-hearted man in tune with nature. Inhabited by visions, fascinated by bulls and horses, Tom learns the trade of a herdsman at Ulysses’ side. He no longer steals and now thirsts for knowledge and aspires to become someone else. Revolted by the hostility which does not change towards him, he fights against his destiny and crosses the road of Suzanne…",[18],846198
201,Boxing Day,"Melvin, a British author living in America, returns home to London for Christmas to introduce his American fiancée Lisa to his eccentric British-Caribbean family. Their relationship is put to the test as she discovers the world her fiancé has left behind.","[10749, 35]",768232
202,La familia perfecta,"Lucía (Belén Rueda) is a woman for whom leading a model life and taking control of her life is the most important thing. Since she got married, she has focused all of her efforts on caring for her family, until achieving what for her is a perfect family. However, her entire world begins to collapse with the arrival of Sara (Carolina Yuste), the girlfriend of her son; a young girl with great freedom and without mincing words who has a very different family from what Lucia always dreamed of as a political family. Now, Lucia must accept that the perfect family was not exactly what she thought.","[35, 18, 10751]",826241
203,Three Floors,Follows the lives of three families who live in a three-story building in a Roman neighbourhood.,[18],608980
204,The Truffle Hunters,"In the secret forests of Northern Italy, a dwindling group of joyful old men and their faithful dogs search for the world’s most expensive ingredient, the white Alba truffle. Their stories form a real-life fairy tale that celebrates human passion in a fragile land that seems forgotten in time.",[99],653762
205,Wild Indian,"Decades after covering up his classmate’s murder, Michael has moved on from his reservation and fractured past. When a man who shares his violent secret seeks vengeance, Michael goes to great lengths to protect his new life with his wife and boss from the demons of his past.","[80, 18, 53]",656991
206,Funny Thing About Love,"Samantha Banks is a successful businesswoman with a handsome fiancée. But over one crazy Thanksgiving Holiday with her scheming family, her whole world is thrown into a tailspin when they invite her ex-boyfriend, ""the one that got away"".","[35, 10749]",896502
207,Antim: The Final Truth,Rajveer Singh is all set to take on Rahuliya in this EPIC fight between the right and wrong! Who will win this ANTIM fight?,[28],774607
208,"Vengeance Is Mine, All Others Pay Cash","Ajo Kawir is a fighter who fears nothing, not even death. His raging urge to fight is driven by a secret: his impotence. When he crosses paths with a tough female fighter named Iteung, Ajo gets beaten black and blue, but he also falls head over heels in love. Will Ajo’s path lead him to a happy life with Iteung, and, eventually, his own peace of mind?",[18],674255
209,The Advent Calendar,"Eva, an ex-dancer, is now living in a wheelchair, unable to walk. When her friend Sophie gives her an old wooden antique advent calendar before Christmas, she realizes each window contains a surprise that triggers repercussions in real life: some of them good, but most of them bad... Now Eva will have to choose between getting rid of the calendar or walking again… even if it causes death around her.","[27, 53]",762079
210,Sagan om Karl-Bertil Jonssons julafton,,[],779775
211,Red Stone,"With one bullet, Motley’s life spirals out of control as he’s forced to go on the run from the ruthless crime lord, Jed Haywood. The brother of Haywood's best friend Boons recently died in a terrible car accident and today is the funeral. He has 10 hours to bring Motley in and get to the cemetery. Over the course of a day, Motley and Boon play a game of cat and mouse as their fate brings them together for a climatic showdown.","[53, 80]",823216
212,Maybe Someday,"In the midst of separating from her wife, Jay attempts to move across the country to start her life over again. She stops in the middle to stay with her high school best friend who she used to be secretly in love with, and befriends a charismatic gay man who has long given up on love. Struggling to move forward with the next chapter of her life, memories of the past resurface as Jay grapples with the inevitable cycles of love, loss, and everything in between.","[35, 18]",843477
213,Stardust,"David Bowie went to America for the first time to promote his third album, The Man Who Sold the World. There, he embarked on a coast-to-coast publicity tour. During this tour, Bowie came up with the idea of his iconic Ziggy Stardust character, inspired by artists like Iggy Pop and Lou Reed.","[10402, 18]",579400
214,The Adventures of Pil,"Pil, a little vagabond girl, lives on the streets of the medieval city of Roc-en-Brume, along with her three tame weasels. She survives of food stolen from the castle of the sinister Regent Tristain. One day, to escape his guards, Pil disguises herself as a princess. Thus she embarks upon a mad, delirious adventure, together with Crobar, a big clumsy guard who thinks she's a noble, and Rigolin, a young crackpot jester. Pil is going to have to save Roland, rightful heir to the throne under the curse of a spell. This adventure will turn the entire kingdom upside down, and teach Pil that nobility can be found in all of us.","[12, 16, 35, 10751, 14]",676705
215,El refugio,"An actor in low hours and a young interpreter who threatens to displace the former thanks to the tricks of their agent; the owner of the high mountain hotel and her estranged sister, creator of a new and unique discipline that mixes yoga and fengshui; a group of children wanting to have fun, but also to discover hidden secrets; a taciturn bellboy who sees everything; and a tremendous storm that will leave everyone isolated just before Christmas. A weekend in which everything can happen, and in which everything will happen.",[35],860720
216,The Sacred Spirit,"Julio is dead. It's terrible news for OVNI Levante, the association of ufology aficionados that he ran. The death hits one its members, José Manuel, particularly hard. Julio and he had a secret project to change human destiny. Now he must carry on alone.",[18],846779
217,The Orbits of Water (Solid Version),The Orbits of Water (Solid Version) is a fable about a family waiting for a return of a son and a brother. A revenge story with contours of tragedy and fantasy. This film version is a special cut for movie theatres only.,[18],849092
218,Benden Ne Olur,"The story of a daring woman who passes part of her life by the question, What can I do?, and surprises in every line.",[],870239
219,Last Shoot Out,"Soon after a newlywed learns that her husband had her father shot down, she flees from the Callahan ranch in fear. She's rescued by a gunman who safeguards her at a remote outpost as he staves off her husband's attempts to reclaim his bride.","[37, 28, 53]",887767
220,Chi ha incastrato Babbo Natale?,,[35],698583
221,Fantasies,"Faced with their fantasies, six couples try to explore the hidden sides of their intimate life. Six questions on access to pleasure. From role play to abstinence, via exhibition, six separate stories with the same questioning of desire today in the center.","[35, 10749]",768127
222,Apaiz kartzela,"A real voyage in an apparently unreal situation. Four priests incarcerated in Zamora's prison for priests (1968-1976) return to visit the jail where they were condemned, in some cases, to sentences of more than ten years for having given sermons in which they denounced the repression under Franco.",[99],876218
223,Super Machi,A humble middle class singer in his 20s get pursued by a beautiful woman who claims to be a girl friend whereas he hasn't seen that women in her life before. Things get mysterious and much complicated as he learns she officially registered herself as his wife without his knowledge..,"[18, 9648, 10749]",889595
224,Never Gonna Snow Again,"Zenia is an industrious Ukrainian migrant worker in Poland who makes house calls as a masseur to the needy and aspirational residents of a middle-class gated community near Warsaw. He is privy to all of their problems, anxieties and secrets – and something of an unwitting guru figure. Zenia’s grounded spirituality, apparent healing powers and broad shoulders make him an object of lust for many of the lost souls in the community.","[18, 35]",726151
225,The Choir - a film about Tensta Gospel Choir,Documentary about Tensta Gospel Choir.,[99],885162
226,Honest Divorce,"Gena tried all his life to be the support of the family. For this, he even abandoned his stormy youth and dreams of becoming a KVN star. And when, 25 years later, his wife called him boring and offered to divorce, Gena decides to make up for lost time - fill his life with adventure and go to the KVN festival in Sochi. And a new acquaintance pushes him to this journey - a beautiful girl of very easy virtue. She is sure that the talented Gena will quickly become a star of humor with her help. If it doesn't disappear even faster, along with a decent amount from Genya's card.",[35],777326
227,When Mom Is Away... With the Family,"Carlo (Fabio De Luigi), Giulia (Valentina Lodovini) and their three children go to Lapland to meet Santa Claus (Diego Abatantuono). Things will not go as planned",[35],614420
228,Captain Nova,"A fighter pilot travels back in time to save the future world from environmental disaster, but a side-effect turns her young again and no-one takes her seriously.","[878, 12, 10751]",881957
229,Langit Kala Senja,"Langit harbors a love for his half-sister named Senja, but the mother does not give her blessing. Langit is a novelist while Senja is a junior editor at the publisher where Langit usually writes for publication. The publisher boss named Kala is obsessed with getting Langit's heart by using Kala as a tool to approach him. Kala was in a very difficult position to determine the answer between heart, career and rest.","[18, 10749]",892525
230,Kombu Vatcha Singamda,,"[18, 28]",592761
231,Flee,"Amin arrived as an unaccompanied minor in Denmark from Afghanistan. Today, at 36, he is a successful academic and is getting married to his long-time boyfriend. A secret he has been hiding for over 20 years threatens to ruin the life he has built for himself. For the first time he is sharing his story with his close friend.","[99, 16]",680813
232,Vanam,A thriller movie based on reincarnation,"[53, 9648, 27]",893955
233,The Last Heist,"After a job goes sideways, four thieves bounded by honour meet back at the place it all began, the local boozer.  Drink, drugs, jokes, reminising about old times and even politics, you would think this was a standard night in any South London drinking establishment however beneath the banter lies a dark secret that will test the loyalty of these four friends to the limit to see if there really is honour amougst thieves",[],811336
234,The Big Hit,"Etienne, an often out of work but endearing actor, runs a theater workshop in a prison, where he brings  together an unlikely troupe of prisoners to stage Samuel Beckett’s famous play Waiting for Godot. When he is allowed to take the colorful band of convicts on a tour outside of prison, Etienne finally has the chance to thrive.","[35, 18]",712152
235,The Dinner Party,"A budding playwright and his wife attend a dinner party hosted by wealthy, cultural elites, who have promised to bankroll the writer's latest play to Broadway, but, in fact, have darker designs in mind for the couple.","[27, 53]",686003
236,The Nest,"As a mother becomes suspicious that her daughter may be infected by a parasitic creature, she is thrust into a nightmare as the people she trusts most push her into a chasm of drug addiction, self-destruction, and devastating sacrifice.","[27, 53]",790803
237,Back Door,About the consequences faced by a woman who enters into an extra-marital affair with a man much younger than her.,"[53, 18]",892664
238,Anubhavinchu Raja,A Romantic Comedy Entertainer.,"[10749, 35]",890533
239,Magaluf Ghost Town,"At the height of the summer tourist season, the Spanish beach town Magaluf turns into a hellscape of the low-cost travel industry. For eight weeks every year, over one million mostly British vacationers ride an alcohol-soaked tide of public urination, fisticuffs and ambulance sirens for recreation. Instead of assembling a clip-reel of ""balconing,"" when drunk idiots jump into hotel pools from their balconies, filmmaker Miguel Ángel Blanca crafts a far deeper and atmospheric look at a place where visitors and locals alike are driven by pleasure. Long-time resident Maria has little time left, so she takes in a seasonal lodger who listens to her relive her glory days. An enterprising real estate agent peddles an extravagant development, while a young gay man drifts without any plans beyond robbing a tourist for kicks. Part ghost story, part foreboding parable, this is a stylish and vivid impression of people and a place dreaming of escape. Myrocia Watamaniuk (Hot Docs)",[99],819955
240,My Sweet Monster,"A scandal in the royal family: the wayward princess Barbara escaped from the palace and went through the forest in search of a handsome prince. However, instead of the cherished meeting with her beloved, she is captured by Buka, the most dangerous robber of the kingdom. But it quickly becomes clear that the brisk princess is ready to turn Buka's life into a nightmare, just to reach her goal. So the restless Varvara begins to establish her own order in the forest.","[16, 12]",576925
241,Creatures,A group of astronomy students get more than they bargained for after finding an injured alien who is being targeted by a group of bloodthirsty CREATURES!,"[28, 35, 27, 878]",713479
242,Serial (Bad) Weddings 3,"Claude and Marie Verneuil will soon be celebrating their 40th wedding anniversary. For the occasion, their four daughters - Isabelle, Odile, Ségolène and Laure - decide to organize a big surprise party in their family home in Chinon. They also decide to invite, each, the parents of their respective husbands - Rachid Benassem, David Benichou, Chao Ling and Charles Koffi.",[35],714869
243,The Girl in the Fountain,"Alternating archive footage of Anita Ekberg with the story of a quintessential diva as Monica Bellucci who is offered the chance to play Anita in a movie, digging through this woman’s story, she retraces her exceptional life, frailties and chooses, reflecting on what it feels like to be an icon.  What key decisions a contemporary diva faces in order not to fall into oblivion?",[99],895999
