,title,overview,genre_ids,id
128,Passing,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",[18],541524
129,Men Who Sing,"This humorous and melancholic portrait of a male voice choir begins when the filmmakers’ father, widower Ed, 90, sells the family home and arranges his own funeral. His only remaining solace is Tuesday night practice, but with an average age of 74 and suffering a haemorrhaging of the bass section his beloved choir is facing a crisis of its own. So the hunt begins to find ‘brown-haired men’ in their 40s and 50s who can take the choir forward.",[99],669295
130,Dear Thomas,"Thomas Brasch was born as a German-Jewish emigrant in England in order to move to the young GDR with his family at the beginning of the 1950s. His father Horst is primarily interested in helping to build the new German state. But Thomas prefers to realize himself as a writer and in doing so discovers his potential as a poetic rebel. His very first play was banned and soon afterwards he lost his place at the film school. When the tanks of the Soviet Union roll through the Czech capital Prague in 1968, Brasch and his girlfriend Sanda and other students try to call for protest in the streets of Berlin - and fail. His own father betrays him to the Stasi and allows Thomas to go to prison. After being paroled, he continues to try his hand at poet writing about love, revolt and death. In the GDR, however, you don't want to have anything to do with someone like him.",[18],835355
131,Paranoia,"Dina runs away with her teenage daughter Laura after her abusive husband Gion gets imprisoned. However, Gion is released from the prison due to the pandemic and Dina is panicking because not only she took Laura but also took Gion’s valuable antique statue away. Raka, a mysterious man appears and makes things even more complicated.","[18, 53]",770078
132,Row 19,"A young female doctor and her 6-year-old daughter are on an overnight flight in a violent storm. When passengers on the half-empty plane inexplicably begin to die, the woman’s grip on reality weakens and she is forced to relive her worst childhood nightmare.",[27],659384
133,Bruised,"Years after a humiliating defeat, an MMA fighter grabs one last shot at redemption when the young son she left behind comes back into her life.",[18],718633
134,Nurses – Dreadful Hospital Outage,"Iiris tries to recover from her difficult separation with Artturi when she unexpectedly meets Anton. The relationship doesn't get a chance to progress far when Iiris' son Niilo suddenly becomes ill. Niilo would only need a small operation, but once the boy enters the operating room, the hospital is subjected to a cyber attack. The power is cut off, the ventilators stop  working and all access to patient data is blocked. Nurses have to prioritize whose life is the most valuable.","[18, 53]",774233
135,The Real Charlie Chaplin,A look at the life and work of Charlie Chaplin in his own words featuring an in-depth interview he gave to Life magazine in 1966.,[99],788396
136,W.,"The story of the eventful life of George W. Bush—his struggles and triumphs, how he found both his wife and his faith—and the critical days leading up to his decision to invade Iraq.","[18, 36]",10523
137,Dead Man,"On the run after murdering a man, accountant William Blake encounters a strange North American man named Nobody who prepares him for his journey into the spiritual world.","[18, 14, 37]",922
138,Nowhere Special,"John, a 35-year-old window cleaner, has dedicated his life to bringing up his 4-year-old son, Michael, after the child's mother left them soon after giving birth. When John is given only a few months left to live, he attempts to find a new, perfect family for Michael, determined to shield him from the terrible reality of the situation.",[18],728142
139,Sumikko Gurashi Movie 2,,[],877840
140,Blithe Spirit,A spiritualist medium holds a seance for a writer suffering from writers block but accidentally summons the spirit of his deceased first wife which leads to an increasingly complex love triangle with his current wife of five years.,"[35, 14, 10749]",644831
141,The Sparks Brothers,"Take a musical odyssey through five weird and wonderful decades with brothers Ron & Russell Mael, celebrating the inspiring legacy of Sparks: your favorite band’s favorite band.","[99, 10402]",776485
142,Josefina,,[18],816706
143,"Film, the Living Record of our Memory","Why are we still able, today, to view images that were captured over 125 years ago? As we enter the digital age, audiovisual heritage seems to be a sure and obvious fact. However, much of cinema and our filmed history has been lost forever. Archivists, technicians and filmmakers from different parts of the world explain what audiovisual preservation is and why it is necessary. The documentary is a tribute to all these professionals and their important work.",[99],882844
144,C'mon C'mon,"A documentary filmmaker whose latest project involves gifted children bonds with his smart-yet-sensitive nephew, whose father struggles with bipolar disorder and is in the grips of a manic episode.",[18],632617
145,Yowis Ben 3,"Bayu's life is comfortable, apart from Yowis Ben's growing popularity, Asih, his girlfriend, also always supports Bayu in his every dream. Bayu begins to feel anxious about his future when Nando, his keyboard player, decides to study music abroad, Cak Jon decides to leave Yowis Ben and pursue his love, Mbak Rini, who is engaged to an officer, Captain Arjuna. The situation is made worse by the arrival of Susan, Bayu's ex, who makes them close again without Asih's knowledge. Will Bayu succeed in defending Yowis Ben and maintaining Asih's love, when Bayu is secretly close to Susan again?","[35, 18]",683374
146,Buñuel: A Surrealist Filmmaker,,[99],844178
147,Yellow Sulphur Sky,"In his youth, the author Frej has already found a deep connection and passion with an upper-class girl, Stella Rabell, that has lasted between them through the decades. When Stella's older brother Alex falls victim to a stabbing attack, Frej begins to reminisce about the events of decades past. Frej's memories from the bright 1970s to the present day are filled with love, jealousy, betrayal, life and death.","[18, 10749]",664382
148,A Perfect Enemy,"Successful architect Jeremy Angust is approached on his trip to the Tokyo International Airport by a chatty girl called Texel Textor. She is a strange young woman who seems to be looking for captive victims whom she forces to listen to her strange stories. Jeremy loses the flight because of Texel and once they are installed in the lounge area, he will not be able to get rid of the annoying stranger. Although the meeting seems fortuitous, soon there be a turn that will transform the character of that encounter into something much more sinister and criminal.","[53, 18]",655917
149,Tomb of the River,"An action film about the ambitions, conspiracy, and betrayal of different organizations surrounding the life-changing project of building the largest resort in Gangneung.","[28, 80, 18]",752886
150,Petite maman,"Eight-year-old Nelly has just lost her beloved grandmother and is helping her parents clean out her mother’s childhood home. She explores the house and the surrounding woods where her mum, Marion, used to play and where she built the treehouse Nelly has heard so much about. One day her mother suddenly leaves. That is when Nelly meets a girl of her own age in the woods, building a treehouse.","[18, 14]",749004
151,Zeros and Ones,"Called to Rome to stop an imminent terrorist bombing, a soldier desperately seeks news of his imprisoned brother — a rebel with knowledge that could thwart the attack. Navigating the capital's darkened streets, he races to a series of ominous encounters to keep the Vatican from being blown to bits.","[53, 10752, 878]",762433
152,DNA,"DNA revolves around a woman with close ties to a beloved Algerian grandfather who protected her from a toxic home life as a child. When he dies, it triggers a deep identity crisis as tensions between her extended family members escalate revealing new depths of resentment and bitterness.",[18],664177
153,Drive My Car,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanja at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",[18],758866
154,Mothering Sunday,"Set over a day in 1924, the story follows Jane Fairchild, a maid in the Niven household, who has the day off to celebrate Mothering Sunday while Mr. and Mrs. Niven attend a lunch to celebrate the engagement of their neighbour’s only remaining son, Paul, to Emma Hobday. Jane rejoices at her freedom on an unseasonably hot, beautiful spring day. But, she has no mother to go to. For almost seven years she has – joyfully and without shame – been Paul’s lover. Like the Nivens, Paul belongs to England’s old money aristocracy, whereas Jane was orphaned at birth. With the house conveniently empty, they can finally meet in Paul’s bedroom for the first time. Today will be their last as lovers. It is also the day that will mark the beginning of Jane’s transformation as the story unfolds through the hours of clandestine passion.","[18, 10749]",718838
155,Aline,The life story of Canadian singing sensation Céline Dion.,"[18, 35, 10402]",498402
156,Becoming Cousteau,"Its focus will be on the inventor-explorer-environmentalist-filmmaker revolution, i.e., giving mankind the resources to explore the ocean with the Aqua Lung, calling attention to ocean pollution, and his longtime collaboration.",[99],774823
157,Brian Wilson: Long Promised Road,"Join The Beach Boy's Brian Wilson on an intimate journey through his legendary career as he reminisces with Rolling Stone editor and longtime friend, Jason Fine. Featuring a new song written and performed by Wilson and interviews with Elton John, Bruce Springsteen, Nick Jonas, Linda Perry, Jim James, Gustavo Dudamel and Al Jardine.",[99],590387
158,Running for Grace,"An orphan boy of mixed race finds family with the newly arrived white village doctor in Hawaii. The boy can run like the wind, and begins bringing Doc's medicine to coffee pickers throughout the mountainous region. On an errand, the medicine runner meets the daughter of the plantation owner and a forbidden, young love blossoms like the white ""Kona Snow"" of the surrounding coffee trees.","[10751, 10749]",534344
159,Happy Family 2,,[],823609
160,Les Bodin's en Thaïlande,Christian Bodin and his mother Maria Bodin are set on an adventure for the Land of Smiles. They meet many zany characters and face several obstacles along their journey in Thailand.,[35],874294
161,Procession,Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,[99],869623
162,Paper & Glue,A documentary following JR's artwork giving a global voice to everyday people.,[99],820559
163,"Sabina - Tortured for Christ, the Nazi Years",A story of transformation and hope in a time of turmoil and terror,"[18, 36]",876326
164,Kurt Vonnegut: Unstuck in Time,"A documentary 33 years in the making, director and friend of Kurt Vonnegut seeks through his archives to create the first film featuring the revolutionary late writer.",[99],485432
165,The Humans,"Erik Blake has gathered three generations of his Pennsylvania family to celebrate Thanksgiving at his daughter’s apartment in lower Manhattan. As darkness falls outside and eerie things start to go bump in the night, the group’s deepest fears are laid bare.",[18],588367
166,National Champions,"A star quarterback ignites a players’ strike hours before the biggest game of the year in order to fight for fair compensation, equality, and respect for the athletes who put their bodies and health on the line for their schools.",[18],823425
167,Cold Return,A drifter with unknown motives arrives in town and leaves a trail of dead bodies in his wake.,[],885302
168,Sagan om Karl-Bertil Jonssons julafton,,[],779775
169,In the Name of the Land,"Pierre is 25 when he returns from Wyoming to his fiancée and take over the family farm. Twenty years later, the farm expanded and so did the family.",[18],612368
170,The Summit of the Gods,"Did George Mallory die going up or coming down the summit of Everest, 8th June 1924? Seventy years later when Fukamachi, a young reporter, buys an old Kodak camera in a market in Kathmandu, he thinks he can find the answer. This discovery draws him into the world of eager mountaineers chasing impossible conquests, where love and ghosts intertwine.","[16, 12, 9648]",712454
171,Three Floors,Follows the lives of three families who live in a three-story building in a Roman neighbourhood.,[18],608980
172,Multiverse,Four brilliant university students are forced to confront themselves in terrifying ways when their Quantum Physics experiment leads to an entangled parallel existence that leaves them questioning who they are and what is real.,"[18, 878]",660833
173,Camp Confidential: America's Secret Nazis,"Camp Confidential: America's Secret Nazis, a documentary short featuring animation, directed by Daniel Sivan and Mor Loushy (The Devil Next Door, The Oslo Diaries) and produced by Benji and Jono Bergmann (Wirecard, Mau), focuses on the story of a top secret POW camp that was classified for over 5 decades. In the midst of WWII, a group of young Jewish refugees are assigned to guard a top secret POW camp near Washington D.C. The Jewish soldiers soon discover that their prisoners are no other than Hitler's top scientists - What starts out as an intelligence mission to gather information from the Nazis, soon gets a shocking twist when the Jewish soldiers are tasked with a very different mission altogether. A mission that would question their moral values - exposing a dark secret from America's past.","[99, 16]",888910
174,Tout nous sourit,"The members of an apparently happy couple, each with their respective lovers, have the same idea: spending the weekend at their holiday home. Finding each other there is only the beginning of an awkward and hilarious weekend.",[35],676623
175,The Accursed,"Hana spends twenty years suppressing a maleficent curse that was placed upon her bloodline, only to have a family member knowingly release it forcing her to kill or to be killed.",[27],860867
176,Yangzhen's Journey,"Nima Yangzhen is a postman at the post office of Diqing Tibetan Autonomous Prefecture. She is a ordinary mother of a baby, but with professional skills and enthusiastic work attitude, Nima was recommended to participate in the selection of exemplary people in the autonomous prefecture. After winning she receives a job transfer order. She needs to leave her family temporarily to go to the remote Yunling Township to take over the job of the old post office director.",[],891235
177,Manchi Rojulochaie,A romantic Family entertainer,"[10751, 35, 10749]",890931
178,Carla - il film,,[36],888372
179,Shepherd,"When a deadly secret rots the mind of a grieving widower, the decision to work alone on a deserted island morphs into a terrifying race to save his sanity and his life.",[27],749727
180,Memoria,"A Scottish orchid farmer visiting her ill sister in Bogota, Colombia, befriends a young musician and a French archaeologist in charge of monitoring a century-long construction project to tunnel through the Andes mountain range. Each night, she is bothered by increasingly loud bangs which prevent her from getting any sleep.","[18, 14]",511819
181,Happening,"An adaptation of Annie Ernaux's eponymous novel, looking back on her experience with abortion when it was still illegal in France in the 1960s.",[18],793998
182,The Doors: Live at the Bowl '68,"A concert video that captures legendary rock 'n' roll band The Doors at the height of the group's powers. Filmed live at the Hollywood Bowl in the summer of 1968, Jim Morrison and the band perform an extended version of ""Light My Fire,"" plus ten of their other most love songs, taking a standing room only audience on an aural journey of mystical worlds and psychedelic experiences.","[10402, 99]",62941
183,7 Prisoners,"To provide a better life for his family in the country, 18-year-old Mateus accepts a job in a junkyard in São Paulo for his new boss Luca. But when he and a few other boys become trapped in the dangerous world of contemporary slavery, Mateus will be forced to decide between working for the very man who enslaved him or risk his and his family’s future.","[18, 80]",785538
184,Sola,,[18],675799
185,Night Night,"After waking up from a horrific car accident, April must find a way to work through her trauma and a will to survive a recovery from hell.",[53],889753
186,Legacy of Love,"Unexpected tragedy causes a coming-of-age woman to question the meaning of life, until she finds her purpose by helping others deal with the loss of a loved one.  Director Ranelle Golden Writers Ranelle Golden(screenwriter)Susan Meister(concept by) Stars Johnny AlonsoKen Anthony IIDarius Autry",[10749],854179
187,Arsène Wenger: Invincible,"Framed against the backdrop of Arsenal’s historic “Invincible” season of 2003-04, the first and only occasion a team has gone an entire Premier League campaign without defeat, the film sees Wenger reflect candidly on his revolutionary era at Arsenal and the emotional and personal turmoil that surrounded his controversial exit after 22 years.",[99],885277
188,Slalom,"15 year-old Lyz, a high school student in the French Alps, has been accepted to a highly selective ski club whose aim is to train future professional athletes. Taking a chance on his new recruit, Fred, ex-champion turned coach, decides to make Lyz his shining star regardless of her lack of experience. Under his influence, Lyz will have to endure more than the physical and emotional pressure of the training. Will Lyz’s determination help her escape his grip?",[18],585744
189,Pups Alone,"After receiving an exciting new job opportunity at a cutting edge Pet Invention company, Robert, his teenage daughter Jenna and their trusty and special border collie Charlie make the move to the new neighborhood, right before Christmas. Upon arriving, Robert meets his gorgeous next door neighbor Holly, and her sassy and spunky border collie Gidget. Before the sparks can fly, they are set upon my Robert’s conniving and obnoxious next door neighbor and project manager Victor, his neighborhood bully bulldog “Vinnie P” and the sycophantic sidekick Chihuahua “Jose”.","[35, 10751]",761548
190,The Adventures of Pil,"Pil, a little vagabond girl, lives on the streets of the medieval city of Roc-en-Brume, along with her three tame weasels. She survives of food stolen from the castle of the sinister Regent Tristain. One day, to escape his guards, Pil disguises herself as a princess. Thus she embarks upon a mad, delirious adventure, together with Crobar, a big clumsy guard who thinks she's a noble, and Rigolin, a young crackpot jester. Pil is going to have to save Roland, rightful heir to the throne under the curse of a spell. This adventure will turn the entire kingdom upside down, and teach Pil that nobility can be found in all of us.","[12, 16, 35, 10751, 14]",676705
191,Sábado no mato,It's Saturday in the woods: strange noises draw the girl's attention. It's the Devil.,[],862648
192,The First Wave,The film spotlights the everyday heroes at the epicenter of COVID-19 as they come together to fight one of the greatest threats the world has ever encountered.,[99],811769
193,Lovers,"Set in Paris the story follows Lisa, who, while on vacation with her husband, rekindles a passionate affair with her ex-boyfriend. But that may lead to a murder.","[18, 53]",594691
194,The Order of Rights,"The Order of Rights is a pro-life film. The story centers around Emma Stein, a pregnant single girl who has been advised by her mother to have an abortion. Despite the objection of the child's father, Ethan Carpenter, and his promise to help her, she decides to go ahead with the procedure. When Ethan and his family file a lawsuit on behalf of the child's right to life, the drama escalates as Emma's mother, Kerri, contacts a friend in the Associated Press. Before long, the case is mired in media frenzy. The court has to decide whether the child in Emma's womb is a person or not, and if so, if it is endowed with the unalienable rights as enumerated in the Declaration of Independence. The title, ""Order of Rights"" refers to the order in which the categories of rights are deliberately listed in the document: Life, Liberty and Pursuit of Happiness.",[18],669414
195,AEW Full Gear 2021,"AEW Full Gear will be taking place in St. Louis, Missouri on November 13th, 2021",[28],832359
196,Olga,"2013. Exiled in Switzerland, Olga, a talented and passionate 15-year-old Ukrainian gymnast, is trying to secure a place in the National Sports Centre. But the Euromaidan revolt erupts in Kiev, and suddenly her loved ones are involved. While the girl is adapting to her new country and preparing for the European Championships, the Ukrainian revolution makes its way into her life, and nothing will ever be the same again.",[18],749142
197,She Paradise,"A teenage girl stumbles upon a free-spirited dance crew, leading to alluring but unsettling encounters with nightlife and money.",[18],678358
198,Lemon and Poppy Seed Cake,"In a small town located in the island of Mallorca, Anna and Marina, two sisters who were separated when they were teenagers, meet again to sell a bakery they’ve inherited from a mysterious woman they know nothing about. The two sisters have led very different lives. Anna has barely left the island and is unhappily married to a man she no longer loves. Marina travels the world working as a doctor for an NGO. As the sisters try to uncover the secrets hidden behind their enigmatic benefactor and her property, they are forced to confront old family disputes and make up for lost time.",[],793157
199,Love Mooning,"Hiroshi, who runs a mental clinic, has never recovered from the shock of his wife’s suicide. One day, Ayako, a mysterious patient comes to his clinic…. A down to earth love story by MANDA Kunitoshi, casting NAKAMURA Toru for the first time after “The Kiss” (2007). Starring SUGINO Kiki and SAITO Takumi.","[18, 10749]",744697
200,Filthy Animals,"A day in the life of two misfits as they surf, smoke and hunt sexual predators.","[80, 18]",713239
201,Everything Went Fine,"When André, 85, has a stroke, Emmanuelle hurries to her father’s bedside. Sick and half-paralyzed in his hospital bed, he asks Emmanuelle to help him end his life. But how can you honor such a request when it’s your own father?",[18],735726
202,Repeat,"A zealous cognitive psychologist stumbles across an unbelievable discovery - a way of communicating with the other side. His joy is short-lived, however, as his daughter is put into potentially grave danger and when all leads go cold, he takes matters into his own hands to find out the truth.","[18, 878, 9648]",865019
203,India Sweets and Spices,A college freshman confronts her parents’ values in order to understand her own evolving identity.,"[35, 18, 10749]",821493
204,Premium Pornography,"A Catholic school boy, trying to understand his own budding sexuality, looks to the animal kingdom for answers.",[35],860051
205,"¡Dolores, guapa!","Religious-based images and traditions permeate the lives of all the people who inhabit Seville.  Historically, the city's mariquitas (""sissies"") have also assimilated them in their childhood and,  through them, have been creating their own encounter spaces and their own codes.  Nowadays, new dissident identities continue to respond to them: they participate or distance  themselves, they continue what exists or transform it. This film looks at these traditions from a  perspective always relegated to the margins.",[99],891129
206,Friend for Sale,"The story of the principled Ivan, who became disillusioned with the relationship after breaking up with his beloved Katya, but suddenly became the main ""lot of sales"" in the fake marriage agency of his friend, businessman Gosha. Unaware of the role prepared for him, Ivan becomes the target of a hunt for hundreds of unmarried girls who are ready to do anything to get a “macho millionaire” as their husbands, this is how Gosh advertises his friend.",[35],769052
207,Never Gonna Snow Again,"Zenia is an industrious Ukrainian migrant worker in Poland who makes house calls as a masseur to the needy and aspirational residents of a middle-class gated community near Warsaw. He is privy to all of their problems, anxieties and secrets – and something of an unwitting guru figure. Zenia’s grounded spirituality, apparent healing powers and broad shoulders make him an object of lust for many of the lost souls in the community.","[18, 35]",726151
208,Gagarine,"Yuri, 16, has lived all his life in Gagarin Towers, a vast red-brick housing project on the outskirts of Paris. He dreams of becoming an astronaut. When plans to demolish Gagarin Towers leak out, Yuri joins the resistance.  With his friends Diana and Houssam, he embarks on a mission to save their home, which has become his “starship.”",[18],712178
209,They Say Nothing Stays the Same,"Toichi is a boatman who ferries the villagers to a town on the other side of the river. Besides rowing a boat for the villagers all day long, he barely communicates with anyone except Genzo, a young neighbour. Upstream, a large bridge is being constructed. Everyone is excited, but Toichi has mixed feelings about it. One day, Toichi meets a mysterious girl. Having no family and no place to go, Toichi lets her stay with him, but this encounter starts to bring about changes to Toichi's life.",[18],617714
210,Echoes of the Past,"Drama, inspired in part by a true event, the infamous massacre of the town of Kalavryta by Nazi troops on December 13th, 1943. The story is being told through a series of flashbacks as Nikolaos Andreou, an acclaimed writer dying of cancer, poignantly narrates his personal experience as a young child to Caroline Martin, a top-notch lawyer representing Germany's Federal government on the recently filled Greek WWII reparations claims. The two characters each harboring its own prejudices, beliefs, and life's traumas are brought together by a divisive past that was meant to keep them apart. Their fateful meeting in the town of Kalavryta, a place still marked by the tragedy of old, will open the path to an arduous journey through a dark chapter in human history and have a profound effect on both as they struggle, together as well as each in its own way, to understand and come to terms with history's enduring lessons and deep scars.",[18],844227
211,Parasite in Love,"A young man named Kengo Kosaka (Kento Hayashi) suffers from extreme mysophobia. Due to his compulsive disorder, he is unable to maintain a relationship with anyone. Kengo Kosaka is also a lonely young man. Meanwhile, high school student Hijiri Sanagi (Nana Komatsu) has scopophobia. Because of her fear of being stared at, she refuses to go to school. Both Kengo Kosaka and Hijiri Sanagi do not expect to find love with another person, but they meet and fall in love. They have happy days, but ....",[18],709589
212,Treat or Trick,"Feng, a corrupted police officer, ordered to retrieve the diamonds within 48hrs, arrives at a remote village, following the mobile signal of his partner Chiang who stole the diamonds from the gang. While Feng and his men try to find Chiang in the village, they encounter the locals who seem naive but suspicious, and a ghost full of stories. Remake of a renowned Korean film To Catch A Virgin Ghost (2004).",[],841569
213,Three Wishes for Cinderella,"Norwegian remake of the 1973 Czech film ""Three Wishes for Cinderella"" by Václav Vorlícek.","[10751, 14]",660262
214,Sk8r Grrl,A gang of skater girls use newfound magic to save New York City from a coven of reptilian witches.,[14],522772
215,Pushpaka Vimanam,A romantic comedy entertainer movie directed by Damodara.,"[10751, 10749, 35]",878470
216,Hide and Seek,"When a wealthy businessman follows a lead to find his missing brother, he dives headlong into a twisted underworld of squatters and vagrants that threatens to tear apart his family as he struggles to maintain his sanity.",[53],801271
217,Dettori,"Dettori is the exhilarating, tub-thumping celebration of inspirational jockey Frankie Dettori, the rock star of racing and one of the most decorated sportsmen of all time, named Longines World's Best Jockey for the last three years.",[99],887281
218,Double Walker,A young woman's ghost investigates the mysterious events that led to her own murder.,[27],849365
219,God's Not Dead: We The People,The film centers on Reverend Dave who has to defend himself and a group of Christian homeschooling families after an inspection by a local government official.,[18],793285
220,The Hand of God,"Fabietto Schisa, a boy in 1980s Naples whose teenage years are marked by unexpected joys like the arrival of football legend Diego Maradona, and an equally unexpected tragedy. Fate plays its part, joy and tragedy intertwine, and Fabietto’s future is set in motion in a tale of family, sports and cinema, love and loss.",[18],722778
221,Long Time No See,"Nine years ago, they lived a brief love affair. Now, a chance meeting has them reunite in a train station, in-between two journeys. He is arriving, she is leaving. They have eighty minutes to re-evaluate their lives, face to face with their truths, regrets and memories. This is their last chance.",[18],592477
222,Gintama: The Very Final,"The concluding film to the Gintama anime series, adapting the final chapters of the manga series of the same name written by Hideaki Sorachi. The film covers chapters 699-704 of the original manga, with original material added in.","[16, 28, 35]",732203
223,Misunderstood,"Andrew's brave front convinces his father that he is unaffected by his mother's death. Playmate and protector of his little brother Miles, he is often blamed when mischief goes wrong. Only when tragedy strikes does his father recognize Andrew's true qualities.",[18],56978
224,The King of All The World,Two dancers who fall in love when they are cast as co-leads on a major production,[],674996
225,L'afide e la formica,,[],891676
226,Godzilla vs. Hedorah,"Godzilla vs. Hedorah is a 2021 short film directed by Kazuhiro Nakagawa for Godzilla Fest 2021 Online, and a follow-up to the previous year's Godzilla Appears at Godzilla Fest.",[],891439
227,Las Rojas,"In a remote camp in the Carlota mountains, a renowned paleontologist, guards the most important finding of her scientific career: the fossil remains of a hippogriff, a mythical animal half bird half lion of which there is no certainty of its existence. The arrival of Constanza, a biologist sent to supervise the works of Carlota, and Freddy, an old rival with dark intentions, force Carlota to face a powerful enemy that threatens to destroy the territory and its natural resources.","[18, 53]",640815
228,Swingers,"People who are very different in social origin, material capabilities, occupation and outlook on life are involved in a curious situation. Wealthy businessman Igor and his girlfriend Olga - a socialite who dreams of a career as a designer; tired from work as a physiotherapist Andrey and his wife, a pharmacist, Irina. The thrill seeking in one case and the desire to find a way out of the family dead end in the other lead these couples to a New Year's Eve swinger party. A sexual experiment in both couples, initiated by only one of the partners, turns into a series of incidents and ends in failure. To the surprise of themselves and their ""legitimate"" halves, the heroes reveal real feelings and strong mutual affection.","[35, 10749]",778508
229,Artemisia,"While indoors alone, a disabled woman reflects on a recurring social phenomenon she encounters when outside. The implications regarding self identity, her otherness and the right to opacity are questioned whilst she moves through poses from Artemisia Gentileschi’s historical works.",[],889048
230,What Do We See When We Look at the Sky?,"It’s love at first sight when Lisa and Giorgi meet by chance on a street in the Georgian city of Kutaisi. Love hits them so suddenly, they even forget to ask each other’s names. Before continuing on their way, they agree to meet the next day. Little do they know that an evil eye casts its spell on them. Will they manage to meet again? And if they do, will they know who they are?","[18, 10749]",795815
231,Above Water,,[99],842257
232,A Taste of Hunger,"Maggie and Carsten love each other, they have two wonderful children and run their own gourmet restaurant; Malus. They want it all. And they have it all. Almost. They are missing the coveted Michelin Star. It has been their dream, on which they gambled everything to win. One day Carsten receives a letter saying that his wife loves somebody else. But who sent the letter and why? In their continuous passion and pursuit for the ultimate recognition, they forget that the meals of life are best enjoyed together.","[18, 10749]",766105
233,The Belly of the Sea,"June, 1816. A French navy frigate ran aground on a sandbar off the coast of Senegal. Attempts to free the board were futile - the crew had no choice but to abandon ship. Since the available boats were not enough to accommodate the entire crew, the team built a raft. It accommodated 147 people: soldiers, sailors, several passengers and officers. The plan was for the boats to tow the raft. But the cable broke and the raft drifted into the open sea. For those who were on the raft, a harsh and cruel struggle for life began.",[18],814608
234,Revolution Dancing,"The Chillers are the people’s group. They came to smash glass, glass ceilings and walls. A world in which parity was conspicuous by its absence, 6 friends without any pretense decided to break the rule and jump onto a stage with minimal knowledge, but with desire to change the world.",[],764419
235,Soulmates,"Lifelong best friends, Sam and Jess, are each other’s everything. But when Jess meets a handsome out-of-stater, Landon, Sam begins to fear she’s being cast aside. To make matters worse, a massive corporation - who happens to be Landon’s employer - is threatening the small-town way of life they know and love in Vermont. In order to save her sisterhood and protect the town, Sam will pull out all the stops to keep both Jess’s relationship and the ominous company from developing any further.",[35],879330
236,Summer Ghost,,"[16, 18, 9648]",798544
237,Kurup,"Drawing inspiration from a real-life incident, Kurup is an adventure drama which is based on Kerala`s most eluding criminal who has been on the run since the mid-1980s.  The film will bring on screen the life of the most celebrated criminal of Kerala- Sukumara Kurup.","[53, 80]",785585
238,Where Is Anne Frank,"The film follows the journey of Kitty, the imaginary friend to whom Anne Frank dedicated her diary. A fiery teenager, Kitty wakes up in the near future in Anne Frank's house in Amsterdam and embarks on a journey to find Anne, who she believes is still alive, in today's Europe. While the young girl is shocked by the modern world, she also comes across Anne's legacy.","[16, 36, 18, 14, 10752]",426242
239,Hello Again - A Wedding A Day,"Zazie lives with her buddies, womanizer Patrick and sweetheart Anton, in a flat share. All three are completely incapable of being in a relationship. Finding the great love? No need. Zazie is sure of that. When Philipp, Zazie's best friend from childhood, sends an invitation to his wedding, Zazie is shocked to find out that he wants to marry stuck up and vicious Franziska. She is definitely the wrong girl for Philipp! Zazie decides to do everything she can to save him from making the biggest mistake of his life. But will this turn out to be her own path to happiness?","[35, 10749]",734622
240,Come and Go,"An ensemble drama set in Osaka.  It depicts the lives of Asian people living in the downtown area of Osaka, commonly known as ""Kita”. One day in the spring, the skeletal remains of an old woman is found in an old apartment in Kita, Osaka. The police launch an investigation and continue to ask questions around the apartment, but there are many rumors flying around whether she died alone or was murdered in a plot related to her fortune. At the same time, various events are happening between the foreigners who have come to Kita, such as Chinese, Taiwanese, and Korean tourists, a Malaysian business person, a Nepali refugee, a Myanmarese student, and a Vietnamese technical intern trainee, and the Japanese people who share their daily lives with them.  Eventually, when the investigation of the case is over, the people reach a new crossroads in their lives.","[18, 35]",756800
241,Boiling Point,Enter the relentless pressure of a restaurant kitchen as a head chef wrangles his team on the busiest day of the year.,"[53, 18]",807196
242,Forerunner,"International ultra runner and qualified lawyer, Dr. Sinead Kane is the first visually impaired athlete to complete 7 marathons on 7 continents in 7 days. FORERUNNER follows Sinead's extraordinary daily life as she examines her motivations and for the first time confronts the horrific bullying and hardships she experienced throughout her childhood.",[],873219
243,Brother,,[99],883821
244,Per tutta la vita,,[35],743173
245,3/19,"Camilla is a successful attorney in her forties who accidentally causes the death of an undocumented migrant. At first, she is only interested in exonerating herself, but soon a feeling of responsibility starts nagging her: the dead body of a young man is lying in the morgue because their destinies fatally crossed. Camilla is used to shielding herself from pain, and she is incapable of really caring, even for her own daughter. In the midst of discovering the victim’s identity, she meets Bruno, the head of the morgue, who seems to be the only one who can truly understand her. The investigation she pursues will take her far from her surroundings until she will be forced to question herself, her unresolved past, and the life she really wants to live.",[18],828264
246,Pintu Surga Terakhir,"Irma, a successful fashion designer is trying to reject the proposal of the man from her past that she loves, Yusuf. The reason is because Irma does not want to leave her father who she considers the last door to heaven.","[18, 35, 10751, 10749]",883216
247,Kevin Garnett: Anything is Possible,Follows Kevin Garnett's remarkable career and the progressive moments that defined it.,[99],888482
